+-------+-----+-----+-----+-----+-----+--------+----------------------------------------------+--------+--------+--------+--------+--------+--------+--------+--------+-----------+------------+--------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                     URI                      |  MIN   |  MAX   |  SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY) |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kanayamamoto0/icon                 | 0.012  | 0.012  | 0.012  | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kobayashihanako0/icon              | 0.040  | 0.040  | 0.040  | 0.040  | 0.040  | 0.040  | 0.040  | 0.000  | 56510.000 | 56510.000  | 56510.000    | 56510.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/tomoya100/icon                     | 0.016  | 0.016  | 0.016  | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/rikanakagawa0/icon                 | 0.264  | 0.264  | 0.264  | 0.264  | 0.264  | 0.264  | 0.264  | 0.000  | 47703.000 | 47703.000  | 47703.000    | 47703.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/eishikawa0/icon                    | 0.012  | 0.012  | 0.012  | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/rika740/icon                       | 0.024  | 0.024  | 0.024  | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/saitomituru0/icon                  | 0.056  | 0.056  | 0.056  | 0.056  | 0.056  | 0.056  | 0.056  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/katoyuta0/icon                     | 0.060  | 0.060  | 0.060  | 0.060  | 0.060  | 0.060  | 0.060  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7528/report                  | 0.160  | 0.160  | 0.160  | 0.160  | 0.160  | 0.160  | 0.160  | 0.000  | 5560.000  | 5560.000   | 5560.000     | 5560.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/xogawa0/icon                       | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7548/report                  | 0.044  | 0.044  | 0.044  | 0.044  | 0.044  | 0.044  | 0.044  | 0.000  | 3.000     | 3.000      | 3.000        | 3.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/hiroshi300/icon                    | 0.044  | 0.044  | 0.044  | 0.044  | 0.044  | 0.044  | 0.044  | 0.000  | 58352.000 | 58352.000  | 58352.000    | 58352.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/takuma570/icon                     | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/iyamamoto1/theme                   | 0.016  | 0.016  | 0.016  | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 38.000    | 38.000     | 38.000       | 38.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/manabusato1/icon                   | 0.144  | 0.144  | 0.144  | 0.144  | 0.144  | 0.144  | 0.144  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/manabu770/icon                     | 0.028  | 0.028  | 0.028  | 0.028  | 0.028  | 0.028  | 0.028  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/mai710/icon                        | 0.044  | 0.044  | 0.044  | 0.044  | 0.044  | 0.044  | 0.044  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kazuyahasegawa0/icon               | 0.012  | 0.012  | 0.012  | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/oyoshida0/icon                     | 0.072  | 0.072  | 0.072  | 0.072  | 0.072  | 0.072  | 0.072  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/momokofukuda0/icon                 | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yamashitayumiko0/icon              | 0.056  | 0.056  | 0.056  | 0.056  | 0.056  | 0.056  | 0.056  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7531/ngwords                 | 0.064  | 0.064  | 0.064  | 0.064  | 0.064  | 0.064  | 0.064  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7532/ngwords                 | 0.156  | 0.156  | 0.156  | 0.156  | 0.156  | 0.156  | 0.156  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7530/livecomment/1105/report | 0.332  | 0.332  | 0.332  | 0.332  | 0.332  | 0.332  | 0.332  | 0.000  | 2659.000  | 2659.000   | 2659.000     | 2659.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yui950/icon                        | 0.264  | 0.264  | 0.264  | 0.264  | 0.264  | 0.264  | 0.264  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/reiogawa0/icon                     | 0.036  | 0.036  | 0.036  | 0.036  | 0.036  | 0.036  | 0.036  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7530/ngwords                 | 0.160  | 0.160  | 0.160  | 0.160  | 0.160  | 0.160  | 0.160  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/minoru400/icon                     | 0.064  | 0.064  | 0.064  | 0.064  | 0.064  | 0.064  | 0.064  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7529/ngwords                 | 0.256  | 0.256  | 0.256  | 0.256  | 0.256  | 0.256  | 0.256  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7531/enter                   | 0.048  | 0.048  | 0.048  | 0.048  | 0.048  | 0.048  | 0.048  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7529/report                  | 0.068  | 0.068  | 0.068  | 0.068  | 0.068  | 0.068  | 0.068  | 0.000  | 3.000     | 3.000      | 3.000        | 3.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yamashitayosuke0/icon              | 0.008  | 0.008  | 0.008  | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | DELETE | /api/livestream/7528/exit                    | 0.276  | 0.276  | 0.276  | 0.276  | 0.276  | 0.276  | 0.276  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/asuka120/icon                      | 0.008  | 0.008  | 0.008  | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/shoheiyoshida0/icon                | 0.212  | 0.212  | 0.212  | 0.212  | 0.212  | 0.212  | 0.212  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/nanami140/icon                     | 0.024  | 0.024  | 0.024  | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7529/moderate                | 3.320  | 3.320  | 3.320  | 3.320  | 3.320  | 3.320  | 3.320  | 0.000  | 23.000    | 23.000     | 23.000       | 23.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7536/livecomment/1106/report | 0.092  | 0.092  | 0.092  | 0.092  | 0.092  | 0.092  | 0.092  | 0.000  | 2557.000  | 2557.000   | 2557.000     | 2557.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/naoko560/icon                      | 0.328  | 0.328  | 0.328  | 0.328  | 0.328  | 0.328  | 0.328  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | DELETE | /api/livestream/7522/exit                    | 0.100  | 0.100  | 0.100  | 0.100  | 0.100  | 0.100  | 0.100  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/hiroshiaoki0/icon                  | 0.192  | 0.192  | 0.192  | 0.192  | 0.192  | 0.192  | 0.192  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/payment                                 | 0.004  | 0.004  | 0.004  | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 21.000    | 21.000     | 21.000       | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/pota0/icon                         | 0.008  | 0.008  | 0.008  | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/itokana0/icon                      | 0.060  | 0.060  | 0.060  | 0.060  | 0.060  | 0.060  | 0.060  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/xtakahashi0/icon                   | 0.060  | 0.060  | 0.060  | 0.060  | 0.060  | 0.060  | 0.060  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7528/moderate                | 3.520  | 3.520  | 3.520  | 3.520  | 3.520  | 3.520  | 3.520  | 0.000  | 23.000    | 23.000     | 23.000       | 23.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/lota0/icon                         | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/rei140/theme                       | 0.136  | 0.136  | 0.136  | 0.136  | 0.136  | 0.136  | 0.136  | 0.000  | 38.000    | 38.000     | 38.000       | 38.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yamaguchinaoto0/icon               | 0.304  | 0.304  | 0.304  | 0.304  | 0.304  | 0.304  | 0.304  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/qnakamura0/icon                    | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/tanakahanako1/icon                 | 0.036  | 0.036  | 0.036  | 0.036  | 0.036  | 0.036  | 0.036  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/vkato1/icon                        | 0.004  | 0.004  | 0.004  | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yosukewatanabe1/icon               | 0.092  | 0.092  | 0.092  | 0.092  | 0.092  | 0.092  | 0.092  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kana990/icon                       | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/harukasuzuki0/icon                 | 0.068  | 0.096  | 0.164  | 0.082  | 0.096  | 0.096  | 0.096  | 0.014  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/yutayoshida0/icon                  | 0.012  | 0.104  | 0.116  | 0.058  | 0.104  | 0.104  | 0.104  | 0.046  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/livestream/7529/livecomment/1052/report | 0.068  | 0.440  | 0.508  | 0.254  | 0.440  | 0.440  | 0.440  | 0.186  | 2555.000  | 2561.000   | 5116.000     | 2558.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/naoko310/icon                      | 0.052  | 0.080  | 0.132  | 0.066  | 0.080  | 0.080  | 0.080  | 0.014  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/livestream/7529/livecomment/1054/report | 0.108  | 0.184  | 0.292  | 0.146  | 0.184  | 0.184  | 0.184  | 0.038  | 2636.000  | 2648.000   | 5284.000     | 2642.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/livestream/7534/ngwords                 | 0.156  | 0.160  | 0.316  | 0.158  | 0.160  | 0.160  | 0.160  | 0.002  | 5.000     | 5.000      | 10.000       | 5.000     |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/livestream/7529/livecomment/1051/report | 0.116  | 0.256  | 0.372  | 0.186  | 0.256  | 0.256  | 0.256  | 0.070  | 2588.000  | 2606.000   | 5194.000     | 2597.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/yamaguchijun0/icon                 | 0.012  | 0.028  | 0.040  | 0.020  | 0.028  | 0.028  | 0.028  | 0.008  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/fito0/icon                         | 0.080  | 0.340  | 0.420  | 0.210  | 0.340  | 0.340  | 0.340  | 0.130  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/livestream/7527/livecomment/1048/report | 0.172  | 0.208  | 0.380  | 0.190  | 0.208  | 0.208  | 0.208  | 0.018  | 2530.000  | 2549.000   | 5079.000     | 2539.500  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/livestream/7530/report                  | 0.024  | 0.052  | 0.076  | 0.038  | 0.052  | 0.052  | 0.052  | 0.014  | 3.000     | 3.000      | 6.000        | 3.000     |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/livestream/7532/report                  | 0.036  | 0.064  | 0.100  | 0.050  | 0.064  | 0.064  | 0.064  | 0.014  | 3.000     | 3.000      | 6.000        | 3.000     |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/livestream/7527/livecomment/1049/report | 0.184  | 0.420  | 0.604  | 0.302  | 0.420  | 0.420  | 0.420  | 0.118  | 2552.000  | 2558.000   | 5110.000     | 2555.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/yoichiendo0/icon                   | 0.016  | 0.048  | 0.064  | 0.032  | 0.048  | 0.048  | 0.048  | 0.016  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/yoshidaryohei0/icon                | 0.016  | 0.016  | 0.032  | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/wishikawa0/icon                    | 0.208  | 0.296  | 0.504  | 0.252  | 0.296  | 0.296  | 0.296  | 0.044  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/livestream/7536/livecomment             | 0.204  | 0.252  | 0.456  | 0.228  | 0.252  | 0.252  | 0.252  | 0.024  | 1844.000  | 1871.000   | 3715.000     | 1857.500  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/livestream/7529/livecomment/1056/report | 0.212  | 0.416  | 0.628  | 0.314  | 0.416  | 0.416  | 0.416  | 0.102  | 2591.000  | 2600.000   | 5191.000     | 2595.500  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/livestream/7537/moderate                | 3.493  | 7.404  | 10.897 | 5.449  | 7.404  | 7.404  | 7.404  | 1.956  | 23.000    | 23.000     | 46.000       | 23.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/jtakahashi0/icon                   | 0.072  | 0.076  | 0.148  | 0.074  | 0.076  | 0.076  | 0.076  | 0.002  | 80714.000 | 80715.000  | 161429.000   | 80714.500 |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/lhashimoto0/icon                   | 0.004  | 0.068  | 0.072  | 0.036  | 0.068  | 0.068  | 0.068  | 0.032  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/yasuhiro280/icon                   | 0.028  | 0.036  | 0.064  | 0.032  | 0.036  | 0.036  | 0.036  | 0.004  | 68066.000 | 68067.000  | 136133.000   | 68066.500 |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/sayuri650/icon                     | 0.008  | 0.092  | 0.100  | 0.050  | 0.092  | 0.092  | 0.092  | 0.042  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/livestream/7536/report                  | 0.016  | 0.024  | 0.040  | 0.020  | 0.024  | 0.024  | 0.024  | 0.004  | 3.000     | 3.000      | 6.000        | 3.000     |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/kumiko410/icon                     | 0.012  | 0.016  | 0.028  | 0.014  | 0.016  | 0.016  | 0.016  | 0.002  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/saitotakuma0/icon                  | 0.020  | 0.076  | 0.096  | 0.048  | 0.076  | 0.076  | 0.076  | 0.028  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/kenichi160/icon                    | 0.044  | 0.144  | 0.188  | 0.094  | 0.144  | 0.144  | 0.144  | 0.050  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/tishii0/icon                       | 0.008  | 0.064  | 0.072  | 0.036  | 0.064  | 0.064  | 0.064  | 0.028  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/yoichi440/icon                     | 0.016  | 0.016  | 0.032  | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/cwatanabe0/icon                    | 0.052  | 0.108  | 0.160  | 0.080  | 0.108  | 0.108  | 0.108  | 0.028  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/suzukinaoto0/icon                  | 0.024  | 0.024  | 0.048  | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/tsato0/icon                        | 0.028  | 0.036  | 0.064  | 0.032  | 0.036  | 0.036  | 0.036  | 0.004  | 76411.000 | 76411.000  | 152822.000   | 76411.000 |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/inoueosamu0/icon                   | 0.036  | 0.060  | 0.096  | 0.048  | 0.060  | 0.060  | 0.060  | 0.012  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/shotaishikawa0/icon                | 0.044  | 0.140  | 0.184  | 0.092  | 0.140  | 0.140  | 0.140  | 0.048  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/ryosuke290/icon                    | 0.028  | 0.124  | 0.152  | 0.076  | 0.124  | 0.124  | 0.124  | 0.048  | 59097.000 | 59098.000  | 118195.000   | 59097.500 |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/suzukimaaya2/icon                  | 0.028  | 0.052  | 0.080  | 0.040  | 0.052  | 0.052  | 0.052  | 0.012  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/yoshidahiroshi0/icon               | 0.032  | 0.068  | 0.100  | 0.050  | 0.068  | 0.068  | 0.068  | 0.018  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/livestream/7537/ngwords                 | 0.084  | 0.672  | 0.756  | 0.378  | 0.672  | 0.672  | 0.672  | 0.294  | 5.000     | 131.000    | 136.000      | 68.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/katokumiko0/icon                   | 0.012  | 0.100  | 0.112  | 0.056  | 0.100  | 0.100  | 0.100  | 0.044  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/yamadamituru0/icon                 | 0.036  | 0.068  | 0.104  | 0.052  | 0.068  | 0.068  | 0.068  | 0.016  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/bhasegawa0/icon                    | 0.024  | 0.076  | 0.100  | 0.050  | 0.076  | 0.076  | 0.076  | 0.026  | 66793.000 | 66794.000  | 133587.000   | 66793.500 |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/livestream/7529/livecomment/1057/report | 0.224  | 0.960  | 1.184  | 0.592  | 0.960  | 0.960  | 0.960  | 0.368  | 2603.000  | 2633.000   | 5236.000     | 2618.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/livestream/7526/ngwords                 | 0.072  | 0.128  | 0.200  | 0.100  | 0.128  | 0.128  | 0.128  | 0.028  | 5.000     | 5.000      | 10.000       | 5.000     |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/qabe0/icon                         | 0.008  | 0.100  | 0.108  | 0.054  | 0.100  | 0.100  | 0.100  | 0.046  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/ftakahashi0/icon                   | 0.160  | 0.208  | 0.368  | 0.184  | 0.208  | 0.208  | 0.208  | 0.024  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/tokamoto0/icon                     | 0.068  | 0.088  | 0.156  | 0.078  | 0.088  | 0.088  | 0.088  | 0.010  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/satomi900/icon                     | 0.012  | 0.076  | 0.088  | 0.044  | 0.076  | 0.076  | 0.076  | 0.032  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/tsubasa470/icon                    | 0.032  | 0.068  | 0.100  | 0.050  | 0.068  | 0.068  | 0.068  | 0.018  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/akira180/icon                      | 0.032  | 0.204  | 0.236  | 0.118  | 0.204  | 0.204  | 0.204  | 0.086  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/vyamaguchi0/icon                   | 0.040  | 0.116  | 0.156  | 0.078  | 0.116  | 0.116  | 0.116  | 0.038  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/ghasegawa0/icon                    | 0.136  | 0.252  | 0.388  | 0.194  | 0.252  | 0.252  | 0.252  | 0.058  | 64616.000 | 64616.000  | 129232.000   | 64616.000 |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/matsudayoichi0/icon                | 0.016  | 0.152  | 0.168  | 0.084  | 0.152  | 0.152  | 0.152  | 0.068  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/wsuzuki0/icon                      | 0.032  | 0.036  | 0.068  | 0.034  | 0.036  | 0.036  | 0.036  | 0.002  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/momokomori0/icon                   | 0.012  | 0.012  | 0.024  | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/suzukinanami0/icon                 | 0.012  | 0.056  | 0.068  | 0.034  | 0.056  | 0.056  | 0.056  | 0.022  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/zmiura0/icon                       | 0.084  | 0.132  | 0.216  | 0.108  | 0.132  | 0.132  | 0.132  | 0.024  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/tanakamai0/icon                    | 0.052  | 0.104  | 0.156  | 0.078  | 0.104  | 0.104  | 0.104  | 0.026  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/maayanakagawa0/icon                | 0.008  | 0.076  | 0.084  | 0.042  | 0.076  | 0.076  | 0.076  | 0.034  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/user/katoyui0/icon                      | 0.044  | 0.232  | 0.276  | 0.138  | 0.232  | 0.232  | 0.232  | 0.094  | 6969.000  | 6969.000   | 13938.000    | 6969.000  |
